Data,Round,Civility,Player1 (Player1 / Player2),Player2 (Player3 / Player4),Sets,Tournment,Clay,1st SERVE % P1,1st SERVE % P2,1st SERVE POINTS WON P1,1st SERVE POINTS WON P2,2nd SERVE POINTS WON P1,2nd SERVE POINTS WON P2,BREAK POINTS WON P1,BREAK POINTS WON P2,TOTAL RETURN POINTS WON P1,TOTAL RETURN POINTS WON P2,TOTAL POINTS WON P1,TOTAL POINTS WON P2,DOUBLE FAULTS P1,DOUBLE FAULTS P2,ACES P1,ACES P2,Country P1,Birthday P1,Height P1,Weight P1,Profi since P1,Play P1,Ranking's position P1,Points P1,Prize money P1,Country P2,Birthday P2,Height P2,Weight P2,Profi since P2,Play P2,Ranking's position P2,Points P2,Prize money P2,Country P3,Birthday P3,Height P3,Weight P3,Profi since P3,Play P3,Ranking's position P3,Points P3,Prize money P3,Country P4,Birthday P4,Height P4,Weight P4,Profi since P4,Play P4,Ranking's position P4,Points P4,Prize money P4
21.05.15,q 2,male,Elias Ymer,Blaz Rola,"6-2, 6-3",Paris,Clay,36/60 (60%),31/46 (67%),27/36 (75%),18/31 (58%),13/24 (54%),6/15 (40%),4/7 (57%),1/6 (17%),22/46 (48%),20/60 (33%),62/106 (58%),44/106 (42%),1,1,1,2,Sweden,"10.04.96, 19 years",-,-,-,-,175,283,52.447 $,Slovenia,"05.10.90, 24 years",-,-,-,-,97,534,343.043 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,male,Daniel Nestor/Leander Paes,Andre Begemann/Julian Knowle,"7-63, 6-2",Paris,Clay,40/68 (59%),57/96 (59%),30/40 (75%),35/57 (61%),14/28 (50%),15/39 (38%),4/14 (29%),2/4 (50%),46/96 (48%),24/68 (35%),90/164 (55%),74/164 (45%),5,8,4,1,Canada,"04.09.72, 42 years",192 cm,87 kg,-,Left-handed,-,-,-,India,"17.06.73, 41 years",-,-,-,-,-,-,-,Germany,"12.07.84, 30 years",-,-,-,-,-,-,-,Austria,"29.04.74, 41 years",188 cm,75 kg,-,Left-handed,-,-,-
22.05.15,qual.,male,Igor Sijsling,Marius Copil,"6-2, 6-4",Paris,Clay,32/46 (70%),29/55 (53%),24/32 (75%),22/29 (76%),12/14 (86%),10/26 (38%),-,-,23/55 (42%),10/46 (22%),59/101 (58%),42/101 (42%),0,1,2,3,Holland,"18.08.87, 27 years",190 cm,80 kg,-,Right-handed,166,311,1.718.004 $,Romania,"17.10.90, 24 years",-,-,-,-,202,238,462.293 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,3rd round,male,Radu Albot/Lukas Rosol,Maximo Gonzalez/Andre Sa,"2-6, 7-64, 7-5",Paris,Clay,82/110 (75%),69/100 (69%),48/82 (59%),46/69 (67%),15/28 (54%),16/31 (52%),4/6 (67%),5/16 (31%),38/100 (38%),47/110 (43%),101/210 (48%),109/210 (52%),3,3,2,2,0,"11.11.89, 25 years",174 cm,67 kg,-,Right-handed,-,-,-,Czech Republic,"24.07.85, 29 years",194 cm,80 kg,-,Right-handed,-,-,-,Argentina,"20.07.83, 31 years",175 cm,70 kg,2002,Right-handed,-,-,-,Brazil,"06.05.77, 38 years",185 cm,74 kg,1996,Right-handed,-,-,-
26.05.15,1st round,male,John Isner,Andreas Seppi,"7-5, 6-2, 6-3",Paris,Clay,65/87 (75%),56/93 (60%),49/65 (75%),35/56 (63%),11/22 (50%),15/37 (41%),6/14 (43%),2/4 (50%),43/93 (46%),27/87 (31%),103/180 (57%),77/180 (43%),0,6,21,2,USA,"26.04.85, 30 years",205 cm,107 kg,2007,Right-handed,16,1980,7.057.564 $,Italy,"21.02.84, 31 years",190 cm,70 kg,2002,Right-handed,39,1100,6.334.561 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,male,Jamie Murray/John Peers,Santiago Giraldo/Dusan Lajovic,"6-1, 6-2",Paris,Clay,25/45 (56%),29/45 (64%),21/25 (84%),14/29 (48%),13/20 (65%),7/16 (44%),4/8 (50%),0/1 (0%),24/45 (53%),11/45 (24%),58/90 (64%),32/90 (36%),3,1,4,0,United Kingdom,"13.02.86, 29 years",-,-,-,-,-,-,-,Australia,"25.07.88, 26 years",-,-,-,-,-,-,-,Colombia,"27.11.87, 27 years",185 cm,70 kg,2006,Right-handed,-,-,-,Serbia,"30.06.90, 24 years",-,-,-,-,-,-,-
26.05.15,1st round,male,Nicolas Almagro,Alexandr Dolgopolov,"6-3, 2-6, 6-4, 7-66",Paris,Clay,88/128 (69%),70/124 (56%),64/88 (73%),52/70 (74%),16/40 (40%),27/54 (50%),3/11 (27%),3/9 (33%),45/124 (36%),48/128 (38%),125/252 (50%),127/252 (50%),3,3,8,14,Spain,"21.08.85, 29 years",182 cm,81 kg,2003,Right-handed,154,335,9.121.200 $,Ukraine,"07.11.88, 26 years",-,-,-,-,69,705,4.620.895 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,male,Steve Johnson,Sergiy Stakhovsky,"2-6, 6-3, 7-65, 7-66",Paris,Clay,83/128 (65%),87/123 (71%),64/83 (77%),61/87 (70%),22/45 (49%),21/36 (58%),3/8 (38%),4/10 (40%),41/123 (33%),42/128 (33%),127/251 (51%),124/251 (49%),1,4,7,9,USA,"24.12.89, 25 years",-,-,-,-,56,850,1.032.218 $,Ukraine,"06.01.86, 29 years",193 cm,80 kg,2003,Right-handed,54,894,3.412.473 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,2nd round,male,Carlos Berlocq/Leonardo Mayer,Pablo Cuevas/David Marrero,"6-1, 6-75, 7-63",Paris,Clay,67/97 (69%),63/93 (68%),56/67 (84%),45/63 (71%),19/30 (63%),17/30 (57%),2/3 (67%),0/4 (0%),31/93 (33%),22/97 (23%),106/190 (56%),84/190 (44%),2,5,10,0,Argentina,"03.02.83, 32 years",182 cm,75 kg,2001,Right-handed,-,-,-,Argentina,"15.05.87, 28 years",190 cm,78 kg,-,Right-handed,-,-,-,Uruguay,"01.01.86, 29 years",180 cm,74 kg,-,Right-handed,-,-,-,Spain,"08.04.80, 35 years",-,-,-,-,-,-,-
01.06.15,1/4,male,Simone Bolelli/Fabio Fognini,Radu Albot/Lukas Rosol,"6-2, 5-7, 6-2",Paris,Clay,49/76 (64%),49/83 (59%),37/49 (76%),31/49 (63%),16/27 (59%),16/34 (47%),5/10 (50%),2/2 (100%),36/83 (43%),23/76 (30%),89/159 (56%),70/159 (44%),2,4,2,1,Italy,"08.10.85, 29 years",182 cm,79 kg,2003,Right-handed,-,-,-,Italy,"24.05.87, 28 years",177 cm,74 kg,-,Right-handed,-,-,-,0,"11.11.89, 25 years",174 cm,67 kg,-,Right-handed,-,-,-,Czech Republic,"24.07.85, 29 years",194 cm,80 kg,-,Right-handed,-,-,-
28.05.15,2nd round,male,Radu Albot/Lukas Rosol,Robin Haase/Mikhail Youzhny,"6-1, 6-76, 6-3",Paris,Clay,60/90 (67%),61/82 (74%),42/60 (70%),40/61 (66%),20/30 (67%),11/21 (52%),5/11 (45%),2/3 (67%),31/82 (38%),28/90 (31%),93/172 (54%),79/172 (46%),1,3,1,1,0,"11.11.89, 25 years",174 cm,67 kg,-,Right-handed,-,-,-,Czech Republic,"24.07.85, 29 years",194 cm,80 kg,-,Right-handed,-,-,-,Holland,"06.04.87, 28 years",190 cm,71 kg,2005,Right-handed,-,-,-,Russia,"25.06.82, 32 years",182 cm,72 kg,1999,Right-handed,-,-,-
19.05.15,q 1,male,Facundo Arguello,Dennis Novikov,"4-6, 6-3, 6-2",Paris,Clay,58/93 (62%),39/75 (52%),39/58 (67%),27/39 (69%),14/35 (40%),14/36 (39%),6/11 (55%),4/9 (44%),34/75 (45%),40/93 (43%),87/168 (52%),81/168 (48%),9,2,1,4,Argentina,"04.08.92, 22 years",-,-,-,-,137,385,267.985 $,USA,"06.11.93, 21 years",-,-,-,-,184,263,88.980 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,male,Adrian Menendez-Maceiras,Jordi Samper-Montana,"6-1, 3-6, 6-3",Paris,Clay,49/68 (72%),56/84 (67%),35/49 (71%),35/56 (63%),12/19 (63%),10/28 (36%),4/5 (80%),2/3 (67%),39/84 (46%),21/68 (31%),86/152 (57%),66/152 (43%),0,2,3,4,Spain,"28.10.85, 29 years",-,-,-,-,112,476,505.512 $,Spain,"23.04.90, 25 years",-,-,-,-,240,203,130.452 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,male,Jeremy Chardy,John Isner,"6-4, 4-6, 6-3, 6-3",Paris,Clay,80/107 (75%),79/110 (72%),63/80 (79%),52/79 (66%),12/27 (44%),15/31 (48%),5/10 (50%),2/5 (40%),43/110 (39%),32/107 (30%),118/217 (54%),99/217 (46%),2,1,10,15,France,"12.02.87, 28 years",187 cm,75 kg,2006,Right-handed,45,985,4.532.069 $,USA,"26.04.85, 30 years",205 cm,107 kg,2007,Right-handed,16,1980,7.057.564 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,male,Pablo Andujar,Albert Ramos,"6-2, 6-4, 7-63",Paris,Clay,67/102 (66%),67/114 (59%),46/67 (69%),39/67 (58%),19/35 (54%),21/47 (45%),6/16 (38%),3/10 (30%),54/114 (47%),37/102 (36%),119/216 (55%),97/216 (45%),2,2,2,7,Spain,"23.01.86, 29 years",-,-,-,-,42,1050,3.417.614 $,Spain,"17.01.88, 27 years",-,-,-,-,63,780,1.867.743 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,male,Nicolas Mahut,Kimmer Coppejans,"6-3, 6-4, 7-64",Paris,Clay,79/117 (68%),69/102 (68%),56/79 (71%),42/69 (61%),17/38 (45%),19/33 (58%),5/14 (36%),3/13 (23%),41/102 (40%),44/117 (38%),114/219 (52%),105/219 (48%),0,3,15,6,France,"21.01.82, 33 years",190 cm,80 kg,2000,Right-handed,116,469,4.329.745 $,Belgium,"07.02.94, 21 years",-,-,-,-,107,494,83.042 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,male,Pablo Carreno-Busta/Daniel Gimeno-Traver,Jan-Lennard Struff/Dominic Thiem,"7-63, 7-5",Paris,Clay,56/76 (74%),60/93 (65%),39/56 (70%),38/60 (63%),13/20 (65%),17/33 (52%),3/11 (27%),2/7 (29%),38/93 (41%),24/76 (32%),90/169 (53%),79/169 (47%),0,4,2,1,Spain,"12.07.91, 23 years",-,-,-,-,-,-,-,Spain,"07.08.85, 29 years",185 cm,77 kg,2004,Right-handed,-,-,-,Germany,"25.04.90, 25 years",-,-,-,-,-,-,-,Austria,"03.09.93, 21 years",-,-,-,-,-,-,-
30.05.15,3rd round,male,Richard Gasquet,Kevin Anderson,"4-6, 7-64, 7-5, 6-4",Paris,Clay,81/144 (56%),104/145 (72%),62/81 (77%),76/104 (73%),37/63 (59%),18/41 (44%),2/12 (17%),1/13 (8%),51/145 (35%),45/144 (31%),150/289 (52%),139/289 (48%),3,3,3,22,France,"18.06.86, 28 years",185 cm,75 kg,2002,Right-handed,21,1625,10.963.067 $,JAR,"18.05.86, 29 years",201 cm,89 kg,-,Right-handed,17,1970,4.682.881 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,male,Stan Wawrinka,Dusan Lajovic,"6-3, 6-4, 5-7, 6-3",Paris,Clay,57/131 (44%),77/133 (58%),40/57 (70%),45/77 (58%),38/74 (51%),25/56 (45%),8/20 (40%),5/11 (45%),63/133 (47%),53/131 (40%),141/264 (53%),123/264 (47%),9,1,11,3,Switzerland,"28.03.85, 30 years",182 cm,79 kg,2002,Right-handed,9,3845,14.399.798 $,Serbia,"30.06.90, 24 years",-,-,-,-,67,730,794.734 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,3rd round,male,Rafael Nadal,Andrey Kuznetsov,"6-1, 6-3, 6-2",Paris,Clay,47/80 (59%),44/81 (54%),27/47 (57%),22/44 (50%),23/33 (70%),16/37 (43%),8/14 (57%),2/6 (33%),43/81 (53%),30/80 (38%),93/161 (58%),68/161 (42%),1,2,1,2,Spain,"03.06.86, 29 years",185 cm,85 kg,2001,Left-handed,7,4570,71.379.236 $,Russia,"22.02.91, 24 years",-,-,-,-,120,465,1.019.119 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,male,Stan Wawrinka,Marsel Ilhan,"6-3, 6-2, 6-3",Paris,Clay,50/86 (58%),60/96 (63%),39/50 (78%),39/60 (65%),21/36 (58%),13/36 (36%),5/13 (38%),0/6 (0%),44/96 (46%),26/86 (30%),104/182 (57%),78/182 (43%),5,2,10,6,Switzerland,"28.03.85, 30 years",182 cm,79 kg,2002,Right-handed,9,3845,14.399.798 $,Turkey,"11.06.87, 27 years",190 cm,76 kg,-,Right-handed,81,647,827.665 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,male,Yoshihito Nishioka,Guilherme Clezar,"6-2, 6-1",Paris,Clay,40/68 (59%),38/68 (56%),24/40 (60%),16/38 (42%),17/28 (61%),15/30 (50%),5/14 (36%),1/9 (11%),37/68 (54%),27/68 (40%),78/136 (57%),58/136 (43%),0,3,5,1,Japan,"27.09.95, 19 years",-,-,-,-,146,360,81.808 $,Brazil,"31.12.92, 22 years",-,-,-,-,172,288,226.295 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,male,Jeremy Chardy/Lukasz Kubot,Florian Mayer/Frank Moser,"7-63, 6-3",Paris,Clay,46/66 (70%),41/67 (61%),37/46 (80%),32/41 (78%),9/20 (45%),9/26 (35%),3/4 (75%),2/3 (67%),26/67 (39%),20/66 (30%),72/133 (54%),61/133 (46%),4,0,1,4,France,"12.02.87, 28 years",187 cm,75 kg,2006,Right-handed,-,-,-,Poland,"16.05.82, 33 years",190 cm,86 kg,2002,Right-handed,-,-,-,Germany,"05.10.83, 31 years",190 cm,81 kg,2001,Right-handed,-,-,-,Germany,"23.09.76, 38 years",198 cm,86 kg,2001,Right-handed,-,-,-
21.05.15,q 2,male,Nikoloz Basilashvili,Bjorn Fratangelo,"6-1, 6-79, 6-3",Paris,Clay,81/117 (69%),59/81 (73%),56/81 (69%),36/59 (61%),17/36 (47%),13/22 (59%),5/8 (63%),2/12 (17%),32/81 (40%),44/117 (38%),105/198 (53%),93/198 (47%),3,0,6,0,Georgia,"23.02.92, 23 years",-,-,-,-,160,323,114.751 $,USA,"19.07.93, 21 years",-,-,-,-,149,349,61.548 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,male,Pablo Andujar,Philipp Kohlschreiber,"6-1, 7-65, 3-6, 3-6, 6-4",Paris,Clay,97/148 (66%),92/162 (57%),62/97 (64%),64/92 (70%),32/51 (63%),36/70 (51%),5/11 (45%),5/12 (42%),62/162 (38%),54/148 (36%),156/310 (50%),154/310 (50%),4,6,1,12,Spain,"23.01.86, 29 years",-,-,-,-,42,1050,3.417.614 $,Germany,"16.10.83, 31 years",177 cm,70 kg,2001,Right-handed,28,1285,7.780.627 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Joao Sousa,Vasek Pospisil,"6-3, 7-65, 6-1",Paris,Clay,48/76 (63%),67/112 (60%),40/48 (83%),35/67 (52%),16/28 (57%),22/45 (49%),7/14 (50%),2/5 (40%),55/112 (49%),20/76 (26%),111/188 (59%),77/188 (41%),3,5,8,7,Portugal,"30.03.89, 26 years",-,-,-,-,44,1008,1.515.887 $,Canada,"23.06.90, 24 years",193 cm,80 kg,-,Right-handed,53,895,2.148.542 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 2,male,Jan Hernych,Daniel Munoz-De La Nava,"3-6, 7-64, 6-3",Paris,Clay,55/105 (52%),62/98 (63%),38/55 (69%),41/62 (66%),27/50 (54%),23/36 (64%),3/9 (33%),2/9 (22%),34/98 (35%),40/105 (38%),99/203 (49%),104/203 (51%),1,1,4,4,Czech Republic,"07.07.79, 35 years",190 cm,83 kg,1998,Right-handed,198,241,2.081.324 $,Spain,"29.01.82, 33 years",177 cm,69 kg,-,Left-handed,134,390,741.803 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1/4,male,Jo-Wilfried Tsonga,Kei Nishikori,"6-1, 6-4, 4-6, 3-6, 6-3",Paris,Clay,72/118 (61%),106/160 (66%),60/72 (83%),71/106 (67%),23/46 (50%),23/54 (43%),6/19 (32%),4/7 (57%),66/160 (41%),35/118 (30%),149/278 (54%),129/278 (46%),1,6,10,5,France,"17.04.85, 30 years",187 cm,90 kg,2004,Right-handed,15,2045,14.472.782 $,Japan,"29.12.89, 25 years",175 cm,65 kg,-,Right-handed,5,5220,8.023.569 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1/4,male,Stan Wawrinka,Roger Federer,"6-4, 6-3, 7-64",Paris,Clay,50/92 (54%),71/112 (63%),44/50 (88%),48/71 (68%),26/42 (62%),23/41 (56%),3/8 (38%),0/4 (0%),41/112 (37%),22/92 (24%),111/204 (54%),93/204 (46%),,,4,7,Switzerland,"28.03.85, 30 years",182 cm,79 kg,2002,Right-handed,9,3845,14.399.798 $,Switzerland,"08.08.81, 33 years",185 cm,80 kg,1998,Right-handed,2,9235,88.611.538 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,male,Rohan Bopanna/Florin Mergea,Austin Krajicek/Donald Young,"3-6, 6-3, 7-5",Paris,Clay,59/87 (68%),75/105 (71%),43/59 (73%),49/75 (65%),13/28 (46%),16/30 (53%),3/11 (27%),2/6 (33%),40/105 (38%),31/87 (36%),96/192 (50%),96/192 (50%),6,2,7,6,India,"04.03.80, 35 years",190 cm,82 kg,2002,Right-handed,-,-,-,Romania,"26.01.85, 30 years",180 cm,78 kg,2003,Right-handed,-,-,-,USA,"16.06.90, 24 years",185 cm,75 kg,-,Left-handed,-,-,-,USA,"23.07.89, 25 years",182 cm,73 kg,2004,Left-handed,-,-,-
19.05.15,q 1,male,Elias Ymer,Roberto Marcora,"6-3, 1-6, 6-2",Paris,Clay,49/80 (61%),41/75 (55%),33/49 (67%),28/41 (68%),16/31 (52%),15/34 (44%),4/5 (80%),3/11 (27%),32/75 (43%),31/80 (39%),81/155 (52%),74/155 (48%),1,5,0,2,Sweden,"10.04.96, 19 years",-,-,-,-,175,283,52.447 $,Italy,"30.08.89, 25 years",-,-,-,-,195,246,71.478 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Thanasi Kokkinakis,Nikoloz Basilashvili,"3-6, 6-4, 7-64, 6-2",Paris,Clay,75/122 (61%),89/140 (64%),57/75 (76%),53/89 (60%),21/47 (45%),24/51 (47%),6/14 (43%),4/12 (33%),63/140 (45%),44/122 (36%),141/262 (54%),121/262 (46%),4,8,15,6,Australia,"10.04.96, 19 years",-,-,-,-,84,619,172.349 $,Georgia,"23.02.92, 23 years",-,-,-,-,160,323,114.751 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,male,Robin Haase/Mikhail Youzhny,Marcel Granollers/Marc Lopez,"6-3, 7-65",Paris,Clay,54/71 (76%),55/64 (86%),41/54 (76%),35/55 (64%),11/17 (65%),4/9 (44%),2/2 (100%),1/2 (50%),25/64 (39%),19/71 (27%),77/135 (57%),58/135 (43%),1,0,0,1,Holland,"06.04.87, 28 years",190 cm,71 kg,2005,Right-handed,-,-,-,Russia,"25.06.82, 32 years",182 cm,72 kg,1999,Right-handed,-,-,-,Spain,"12.04.86, 29 years",-,-,-,-,-,-,-,Spain,"31.07.82, 32 years",175 cm,71 kg,1999,Right-handed,-,-,-
28.05.15,2nd round,male,Thanasi Kokkinakis,Bernard Tomic,"3-6, 3-6, 6-3, 6-4, 8-6",Paris,Clay,83/141 (59%),106/171 (62%),66/83 (80%),71/106 (67%),30/58 (52%),34/65 (52%),5/22 (23%),5/14 (36%),66/171 (39%),45/141 (32%),162/312 (52%),150/312 (48%),8,3,19,6,Australia,"10.04.96, 19 years",-,-,-,-,84,619,172.349 $,Australia,"21.10.92, 22 years",-,-,-,-,26,1320,2.413.735 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,male,Florian Mayer/Frank Moser,Gilles Muller/Aisam Qureshi,"6-3, 4-6, 7-61",Paris,Clay,73/104 (70%),57/90 (63%),50/73 (68%),39/57 (68%),14/31 (45%),14/33 (42%),4/6 (67%),4/10 (40%),37/90 (41%),40/104 (38%),101/194 (52%),93/194 (48%),1,5,3,3,Germany,"05.10.83, 31 years",190 cm,81 kg,2001,Right-handed,-,-,-,Germany,"23.09.76, 38 years",198 cm,86 kg,2001,Right-handed,-,-,-,Luxembourg,"09.05.83, 32 years",195 cm,83 kg,2001,Left-handed,-,-,-,Pakistan,"17.03.80, 35 years",-,-,-,-,-,-,-
31.05.15,3rd round,male,Vasek Pospisil/Jack Sock,Pierre-Hugues Herbert/Nicolas Mahut,"7-63, 7-62",Paris,Clay,51/84 (61%),52/90 (58%),41/51 (80%),41/52 (79%),20/33 (61%),19/38 (50%),1/5 (20%),1/3 (33%),30/90 (33%),23/84 (27%),91/174 (52%),83/174 (48%),4,5,1,2,Canada,"23.06.90, 24 years",193 cm,80 kg,-,Right-handed,-,-,-,USA,"24.09.92, 22 years",-,-,-,-,-,-,-,France,"18.03.91, 24 years",-,-,-,-,-,-,-,France,"21.01.82, 33 years",190 cm,80 kg,2000,Right-handed,-,-,-
25.05.15,1st round,male,Teimuraz Gabashvili,Feliciano Lopez,"6-3, 7-69, 6-3",Paris,Clay,73/108 (68%),55/90 (61%),53/73 (73%),41/55 (75%),23/35 (66%),21/35 (60%),2/10 (20%),0/2 (0%),28/90 (31%),32/108 (30%),104/198 (53%),94/198 (47%),3,2,9,10,Russia,"23.05.85, 30 years",187 cm,84 kg,2001,Right-handed,74,677,2.757.288 $,Spain,"20.09.81, 33 years",187 cm,84 kg,1997,Left-handed,12,2280,9.659.067 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,male,Austin Krajicek/Donald Young,Florent Serra/Maxime Teixeira,"6-1, 6-3",Paris,Clay,44/59 (75%),47/70 (67%),31/44 (70%),26/47 (55%),8/15 (53%),10/23 (43%),4/13 (31%),0/4 (0%),34/70 (49%),20/59 (34%),73/129 (57%),56/129 (43%),0,3,5,3,USA,"16.06.90, 24 years",185 cm,75 kg,-,Left-handed,-,-,-,USA,"23.07.89, 25 years",182 cm,73 kg,2004,Left-handed,-,-,-,France,"28.02.81, 34 years",180 cm,77 kg,2000,Right-handed,-,-,-,France,"18.01.89, 26 years",-,-,-,-,-,-,-
22.05.15,qual.,male,Gastao Elias,Facundo Arguello,"7-5, 7-64",Paris,Clay,45/82 (55%),51/77 (66%),30/45 (67%),36/51 (71%),22/37 (59%),12/26 (46%),3/6 (50%),2/7 (29%),29/77 (38%),30/82 (37%),81/159 (51%),78/159 (49%),2,5,6,1,Portugal,"24.11.90, 24 years",180 cm,70 kg,-,Right-handed,152,342,398.841 $,Argentina,"04.08.92, 22 years",-,-,-,-,137,385,267.985 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,male,Daniel Nestor/Leander Paes,James Duckworth/Chris Guccione,"6-2, 5-7, 7-5",Paris,Clay,56/88 (64%),48/85 (56%),45/56 (80%),34/48 (71%),19/32 (59%),22/37 (59%),4/8 (50%),2/5 (40%),29/85 (34%),24/88 (27%),93/173 (54%),80/173 (46%),7,2,6,3,Canada,"04.09.72, 42 years",192 cm,87 kg,-,Left-handed,-,-,-,India,"17.06.73, 41 years",-,-,-,-,-,-,-,Australia,"21.01.92, 23 years",-,-,-,-,-,-,-,Australia,"30.07.85, 29 years",200 cm,91 kg,2003,Left-handed,-,-,-
27.05.15,2nd round,male,Gilles Simon,Martin Klizan,"7-5, 6-2, 6-3",Paris,Clay,49/95 (52%),46/77 (60%),35/49 (71%),28/46 (61%),24/46 (52%),13/31 (42%),7/11 (64%),3/7 (43%),36/77 (47%),36/95 (38%),95/172 (55%),77/172 (45%),3,6,3,3,France,"27.12.84, 30 years",180 cm,65 kg,2002,Right-handed,13,2210,9.035.013 $,Slovakia,"11.07.89, 25 years",187 cm,75 kg,-,Left-handed,36,1170,1.956.622 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,male,Jean-Julien Rojer/Horia Tecau,Rameez Junaid/Adil Shamasdin,"6-4, 7-65",Paris,Clay,49/63 (78%),48/71 (68%),41/49 (84%),31/48 (65%),8/14 (57%),15/23 (65%),-,-,25/71 (35%),14/63 (22%),74/134 (55%),60/134 (45%),2,2,3,1,Holland,"25.08.81, 33 years",-,-,-,-,-,-,-,Romania,"19.01.85, 30 years",187 cm,86 kg,2003,Right-handed,-,-,-,Australia,"25.05.81, 34 years",-,-,-,-,-,-,-,Canada,"23.05.82, 33 years",-,-,-,-,-,-,-
19.05.15,q 1,male,Pierre-Hugues Herbert,Renzo Olivo,"6-4, 6-1",Paris,Clay,22/50 (44%),28/45 (62%),16/22 (73%),17/28 (61%),18/28 (64%),8/17 (47%),4/10 (40%),1/2 (50%),20/45 (44%),16/50 (32%),54/95 (57%),41/95 (43%),2,0,5,1,France,"18.03.91, 24 years",-,-,-,-,143,371,543.620 $,Argentina,"15.03.92, 23 years",-,-,-,-,170,298,144.845 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19.05.15,q 1,male,Kimmer Coppejans,Constant Lestienne,"3-6, 6-2, 6-2",Paris,Clay,55/82 (67%),50/73 (68%),31/55 (56%),23/50 (46%),9/27 (33%),7/23 (30%),9/11 (82%),6/13 (46%),43/73 (59%),42/82 (51%),83/155 (54%),72/155 (46%),3,7,0,1,Belgium,"07.02.94, 21 years",-,-,-,-,107,494,83.042 $,France,"23.05.92, 23 years",-,-,-,-,316,147,31.240 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Gael Monfils,Edouard Roger-Vasselin,"6-2, 6-75, 6-1, 7-5",Paris,Clay,82/136 (60%),83/124 (67%),62/82 (76%),51/83 (61%),26/54 (48%),18/41 (44%),8/12 (67%),3/15 (20%),55/124 (44%),48/136 (35%),143/260 (55%),117/260 (45%),7,3,18,3,France,"01.09.86, 28 years",193 cm,80 kg,2004,Right-handed,14,2065,8.258.893 $,France,"28.11.83, 31 years",187 cm,75 kg,-,Right-handed,123,432,3.404.139 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Andy Murray,Facundo Arguello,"6-3, 6-3, 6-1",Paris,Clay,46/73 (63%),52/75 (69%),38/46 (83%),28/52 (54%),15/27 (56%),10/23 (43%),6/8 (75%),1/3 (33%),37/75 (49%),20/73 (27%),90/148 (61%),58/148 (39%),2,1,5,4,United Kingdom,"15.05.87, 28 years",190 cm,79 kg,2005,Right-handed,3,7040,34.190.085 $,Argentina,"04.08.92, 22 years",-,-,-,-,137,385,267.985 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
